first_name,second_name,web_name,id,team,total_points,dreamteam_count,element_type,in_dreamteam,now_cost,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
Virgil,van Dijk,van Dijk,183,10,178,2,2,TRUE,65,4.7,3420,5,2,15,33,0,0,0,1,0,0,14,804,930.2,152.4,467,154.8
Roberto,Firmino,Firmino,187,10,155,2,4,FALSE,93,4.1,2985,9,9,16,26,0,0,0,0,0,0,20,592,733.6,703,1638,307.5
Mohamed,Salah,Salah,191,10,233,8,3,TRUE,125,6.9,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061.2,834.8,2156,405.1
Sadio,Mané,Mané,192,10,221,8,3,TRUE,121,6.3,2745,18,10,12,28,0,0,0,3,0,0,27,689,1010.2,826.6,1239,307.7
Jordan,Henderson,Henderson,198,10,116,2,3,FALSE,52,3.9,2234,4,5,16,14,0,0,0,2,0,0,11,530,582.6,425.9,275,128.5
Kyle,Walker,Walker,203,11,114,2,2,FALSE,57,3.9,2392,1,4,12,24,0,0,0,5,0,0,7,573,435.6,394.4,169,100.1
Sergio,Agüero,Agüero,210,11,132,4,4,FALSE,116,5.5,1449,16,6,5,18,0,0,1,1,0,0,14,509,641.2,256.4,1188,208.2
Gabriel Fernando,de Jesus,Jesus,211,11,146,3,4,FALSE,99,4.3,2018,14,8,12,14,0,0,1,3,0,0,17,535,757.6,447.7,1620,282.1
Raheem,Sterling,Sterling,214,11,204,7,3,TRUE,120,6.2,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829,350.2
Kevin,De Bruyne,De Bruyne,215,11,251,9,3,TRUE,106,7.2,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322.2,1990.8,1005,432.1
Riyad,Mahrez,Mahrez,217,11,175,5,3,FALSE,86,5.3,1934,11,14,10,15,0,0,0,0,0,0,17,668,814.2,885.8,1094,279.5
Bernardo Mota,Veiga de Carvalho e Silva,Bernardo Silva,218,11,116,2,3,FALSE,76,3.4,2021,6,7,9,24,0,0,0,5,0,0,7,526,626.2,773.2,927,232.5
David,Silva,David Silva,219,11,139,6,3,FALSE,75,5.1,1821,6,12,11,15,0,0,0,0,0,0,15,549,639.6,735.8,937,231.2
Aaron,Wan-Bissaka,Wan-Bissaka,122,12,127,3,2,FALSE,55,3.6,3070,0,4,12,33,0,0,0,8,0,0,16,659,749.2,443.3,133,132.8
Marcus,Rashford,Rashford,233,12,177,5,4,FALSE,89,5.7,2645,17,8,9,29,0,0,2,3,0,0,31,665,887,563.7,1265,271.7
Anthony,Martial,Martial,239,12,200,5,3,TRUE,85,6.2,2625,17,9,14,27,0,0,1,1,0,0,14,544,855.6,439.3,1297,259.4
Bruno Miguel,Borges Fernandes,Fernandes,618,12,117,6,3,FALSE,90,8.4,1187,8,8,9,6,0,0,0,2,0,0,18,366,551.8,479.3,361,139.2
Matt,Ritchie,Ritchie,251,13,74,2,2,FALSE,53,4.1,1312,2,1,8,19,0,0,1,4,0,0,7,293,285.4,482.7,218,98.6
Federico,Fernández,Fernández,254,13,102,4,2,FALSE,46,3.2,2617,2,3,8,42,1,0,0,8,0,0,13,507,741,74.5,223,103.7
Teemu,Pukki,Pukki,278,14,139,2,4,FALSE,64,3.9,2884,11,3,6,59,0,0,0,3,0,0,21,444,545,379.5,1202,211.8
Todd,Cantwell,Cantwell,287,14,111,2,3,FALSE,45,3,2484,6,2,6,54,0,0,0,6,0,0,10,410,516.4,493.1,656,165.9
John,Egan,Egan,295,15,133,2,2,FALSE,47,3.7,3187,2,1,13,33,0,0,0,3,1,0,9,592,641.4,25.4,587,125.4
John,Lundstram,Lundstram,297,15,144,5,2,FALSE,46,4.2,2452,5,4,10,29,0,0,0,5,0,0,15,539,502.8,382.9,449,133.9
John,Fleck,Fleck,301,15,101,4,3,FALSE,47,3.4,2515,5,2,8,30,0,0,0,8,0,0,13,464,527.4,648.8,419,159.6
Jannik,Vestergaard,Vestergaard,304,16,51,2,2,FALSE,45,2.7,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183,62.8
Jack,Stephens,Stephens,308,16,85,3,2,FALSE,44,3,2451,1,3,7,39,0,0,0,4,1,0,8,432,566.2,101.5,97,76.6
Danny,Ings,Ings,313,16,198,4,4,FALSE,76,5.2,2800,22,2,6,44,0,0,1,3,0,0,40,736,1010,458.3,1558,302.4
Nathan,Redmond,Redmond,320,16,107,2,3,FALSE,62,3.3,2763,4,4,7,51,0,0,0,2,0,0,8,412,517.2,539.1,752,181.2
Jan,Vertonghen,Vertonghen,330,17,62,2,2,FALSE,52,2.7,1644,1,1,4,24,0,0,0,2,0,0,5,346,398.4,56.1,63,51.9
Toby,Alderweireld,Alderweireld,331,17,97,2,2,FALSE,53,2.9,2957,2,2,7,39,1,0,0,7,0,0,6,576,773.6,196,182,115.2
Harry,Kane,Kane,338,17,158,4,4,FALSE,110,5.4,2588,18,2,6,36,0,0,0,4,0,0,26,587,843.8,391,1071,230.6
Heung-Min,Son,Son,342,17,169,5,3,FALSE,97,5.6,2478,11,13,7,32,0,0,1,0,2,0,18,544,800.6,606.1,1144,254.6
Bamidele,Alli,Alli,344,17,117,2,3,FALSE,83,4.7,1845,8,6,4,25,0,0,0,2,0,0,12,349,531.2,328.6,627,148.9
Sebastian,Prödl,Prödl,361,18,1,9,2,FALSE,39,1,56,0,0,0,0,0,0,0,0,0,0,0,3,1.8,0.1,8,1
Troy,Deeney,Deeney,362,18,109,2,4,FALSE,62,4,2224,10,2,6,39,0,0,1,3,0,0,15,403,536,378.5,801,171.4
Gerard,Deulofeu,Deulofeu,363,18,88,2,4,FALSE,61,3.1,2097,4,5,8,33,0,0,0,3,0,0,9,330,458.4,602.3,896,195.4
Ismaïla,Sarr,Sarr,525,18,107,2,3,FALSE,59,3.8,2023,5,7,6,35,0,0,0,1,0,0,7,300,392,391.9,637,142.2
Dimitri,Foulquier,Foulquier,542,18,1,7,2,FALSE,39,0.3,57,0,0,0,6,0,0,0,0,0,0,0,12,8,1,0,1
Aaron,Cresswell,Cresswell,376,19,79,2,2,FALSE,45,2.5,2727,3,0,5,51,0,0,0,7,0,0,5,444,535.4,441,180,115.9
Ryan,Fredericks,Fredericks,380,19,74,2,2,FALSE,44,2.7,2235,0,3,7,39,0,0,0,7,0,0,7,423,491.2,333.7,76,90.5
Michail,Antonio,Antonio,389,19,111,2,3,FALSE,71,4.6,1767,10,4,3,30,0,0,0,3,0,0,8,284,552.8,377.4,1094,201.7
Mark,Noble,Noble,396,19,105,2,3,FALSE,49,3.2,2675,4,4,7,44,0,0,0,5,0,0,8,504,542.2,602.2,164,131.1
Carlos,Sánchez,Carlos Sánchez,397,19,7,3,3,FALSE,43,1.2,112,0,0,0,2,0,0,0,0,0,0,0,20,8.4,3.7,0,1.1
Pablo,Fornals,Fornals,399,19,93,2,3,FALSE,60,2.6,2167,2,6,6,35,0,0,0,3,0,0,4,346,350.4,359.7,381,109.2
Matt,Doherty,Doherty,401,20,167,5,2,FALSE,65,4.6,2836,4,8,12,31,0,0,0,1,0,0,15,590,576.2,340.5,681,160
Jonathan,Castro Otto,Jonny,402,20,123,2,2,FALSE,55,3.5,2885,2,3,11,35,0,0,0,4,0,0,6,537,543.6,379.2,299,122.4
Raúl,Jiménez,Jiménez,409,20,194,3,4,FALSE,80,5.1,3241,17,7,15,36,0,0,0,3,0,0,33,685,911.6,668.2,1680,325.4
Diogo,Jota,Jota,410,20,105,3,4,FALSE,60,3.1,2278,7,3,10,28,0,0,0,4,0,0,12,348,457.8,453.3,1139,204.9
Adama,Traoré,Traoré,417,20,130,4,3,FALSE,56,3.5,2599,4,9,7,33,0,0,0,1,0,0,14,522,727.2,786.4,583,209.7
Leander,Dendoncker,Dendoncker,420,20,100,2,3,FALSE,44,2.6,2790,4,0,11,34,1,0,0,5,0,0,9,426,529.2,160.6,282,96.8
Ainsley,Maitland-Niles,Maitland-Niles,4,1,41,1,2,FALSE,45,2,1382,0,2,3,22,0,0,0,4,1,0,3,244,301.8,182,58,53.6
Sokratis,Papastathopoulos,Sokratis,5,1,57,1,2,FALSE,48,3,1696,2,0,4,25,0,0,0,6,0,0,5,305,436.2,36.8,110,58.5
Daniel,Ceballos Fernández,Ceballos,469,1,57,1,3,FALSE,52,2.4,1687,0,2,7,21,0,0,0,1,0,0,3,310,346.4,439.9,130,91.7
Kieran,Tierney,Tierney,515,1,42,1,2,FALSE,53,2.8,986,1,2,2,16,0,0,0,2,0,0,4,213,201.8,121.1,73,39.8
Kortney,Hause,Hause,25,2,34,1,2,FALSE,44,1.9,1544,1,0,2,34,0,0,0,3,0,0,0,204,352.8,33,248,63.4
Matt,Targett,Targett,309,2,80,1,2,FALSE,43,2.9,2291,1,3,5,40,0,0,0,4,0,0,10,433,503.8,432.9,130,106.9
Wesley,Moraes,Wesley,428,2,67,1,4,FALSE,54,3.2,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632,108.3
Tyrone,Mings,Mings,445,2,90,1,2,FALSE,44,2.7,2902,2,2,6,53,0,0,0,7,0,0,9,537,758,87.3,119,96.6
Ezri,Konsa Ngoyo,Konsa,452,2,65,1,2,FALSE,43,2.6,2038,1,2,5,39,0,0,0,3,0,0,4,335,400.6,151.8,173,72.8
Bjorn,Engels,Engels,455,2,42,1,2,FALSE,43,2.5,1446,1,0,3,32,0,0,0,1,0,0,4,252,329.6,31.9,81,44.5
Frédéric,Guilbert,Guilbert,458,2,62,1,2,FALSE,43,2.5,2038,0,2,6,36,0,0,0,7,0,0,4,342,451.2,241.5,77,77.2
Nathan,Aké,Aké,59,3,79,1,2,FALSE,48,2.7,2503,2,2,4,46,0,0,0,2,0,0,6,499,691.2,92.7,326,111
Chris,Mepham,Mepham,61,3,27,1,2,FALSE,43,2.2,911,1,0,1,19,0,0,0,1,0,0,2,165,276.8,20.8,138,43.7
Adam,Smith,Adam Smith,63,3,49,1,2,FALSE,43,2,2055,0,1,4,40,0,0,0,7,0,0,3,309,309.6,183,97,58.8
Callum,Wilson,Callum Wilson,67,3,116,1,4,FALSE,74,3.3,2906,8,6,4,53,0,0,0,9,0,0,8,321,397.4,391.1,848,162.6
Dominic,Solanke,Solanke,69,3,69,1,4,FALSE,51,2.2,1637,3,2,1,39,0,0,0,1,0,0,3,177,223.2,202.5,569,99.4
Philip,Billing,Billing,476,3,68,1,3,FALSE,49,2,2526,1,1,5,41,0,0,0,8,0,0,5,347,545.4,239.8,342,112.9
Martín,Montoya,Montoya,38,4,62,1,2,FALSE,43,2.3,1892,0,1,6,32,0,0,0,5,0,0,3,313,337.4,338,177,85.5
Adam,Webster,Webster,493,4,88,1,2,FALSE,44,2.8,2668,3,1,5,44,1,0,0,4,0,0,7,514,696.6,153.2,221,107.3
Neal,Maupay,Maupay,502,4,131,1,4,FALSE,57,3.5,2763,10,3,8,36,0,0,1,3,0,0,21,361,518.6,369.2,1519,240.5
Aaron,Mooy,Mooy,516,4,80,1,3,FALSE,47,2.6,2079,2,2,6,33,0,0,0,1,1,0,9,337,436.6,614.9,291,134
Ben,Mee,Mee,83,5,110,1,2,FALSE,49,3.4,2880,1,2,13,45,0,0,0,7,0,0,6,549,658.8,105.8,362,112.9
Phil,Bardsley,Bardsley,86,5,78,1,2,FALSE,44,3.7,1890,0,2,9,19,0,0,0,6,0,0,6,358,350.6,164,109,62.5
Charlie,Taylor,Taylor,87,5,84,1,2,FALSE,43,3.5,1944,0,1,10,18,0,0,0,3,0,0,5,375,382.6,243,19,64.7
Ashley,Barnes,Barnes,90,5,61,1,4,FALSE,61,3.2,1350,6,0,8,21,0,0,0,4,0,0,6,161,226.2,85.1,474,75.9
Matej,Vydra,Vydra,92,5,39,1,4,FALSE,51,2.1,807,2,1,5,7,0,0,0,0,0,0,3,112,144.2,113.3,273,53.3
Dwight,McNeil,McNeil,97,5,123,1,3,FALSE,60,3.2,3339,2,7,16,48,0,0,0,5,0,0,6,529,644.2,931.4,430,200.6
Ashley,Westwood,Westwood,101,5,118,1,3,FALSE,55,3.4,3150,2,7,15,39,0,0,0,9,0,0,11,567,596.8,814.2,135,154.7
Jay,Rodriguez,Rodriguez,451,5,100,1,4,FALSE,57,2.8,2002,8,2,7,34,0,0,0,1,0,0,9,282,431.4,135,827,137.8
Antonio,Rüdiger,Rüdiger,104,6,63,1,2,FALSE,59,3.1,1710,2,0,5,24,1,0,0,3,0,0,5,351,389.4,93.3,194,67.7
Pedro,Rodríguez Ledesma,Pedro,114,6,32,1,3,FALSE,68,2.9,659,1,2,2,12,0,0,0,1,0,0,1,127,161.4,227.1,349,73.8
Jorge Luiz,Frello Filho,Jorginho,118,6,92,1,3,FALSE,49,3,2376,4,3,6,40,0,0,0,10,0,0,9,535,600,422.4,158,118.4
Christian,Pulisic,Pulisic,431,6,127,1,3,FALSE,74,5.1,1717,9,8,6,28,0,0,0,0,0,0,8,379,556.2,426,1059,204.2
Reece,James,James,506,6,61,1,2,FALSE,49,2.5,1510,0,2,5,23,0,0,0,1,0,0,5,373,343.6,428.8,143,91.8
James,Tomkins,Tomkins,124,7,48,1,2,FALSE,49,2.7,1582,1,1,3,23,0,0,0,5,0,0,4,260,384,27.7,121,53.3
Scott,Dann,Dann,127,7,51,1,2,FALSE,43,3.2,1264,0,1,5,14,0,0,0,0,0,0,3,253,250.2,58.3,177,48.6
Wilfried,Zaha,Zaha,133,7,120,1,3,FALSE,66,3.2,3279,4,6,9,46,0,0,0,5,0,0,4,337,572,588,1103,226.4
Luka,Milivojevic,Milivojevic,134,7,81,1,3,FALSE,67,2.6,2510,3,1,7,38,0,0,0,12,0,0,9,382,460,499.1,190,114.9
Jeffrey,Schlupp,Schlupp,137,7,51,1,3,FALSE,54,3,1030,3,1,4,16,0,0,0,2,0,0,4,148,240,101.9,266,60.8
Jordan,Ayew,Ayew,468,7,132,1,4,FALSE,51,3.6,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885,192.4
Yerry,Mina,Mina,142,8,78,1,2,FALSE,53,2.7,2281,2,1,5,37,1,0,0,3,0,0,8,419,535.4,87.2,422,104.4
Michael,Keane,Keane,143,8,90,1,2,FALSE,52,2.9,2556,2,0,7,42,1,0,0,3,0,0,9,490,666.4,80,204,95.2
Tom,Davies,Davies,154,8,59,1,3,FALSE,53,2,2020,1,1,5,34,0,0,0,8,0,0,3,233,270.4,122.6,262,65.5
Djibril,Sidibé,Sidibé,511,8,74,1,2,FALSE,50,3,1818,0,4,5,30,0,0,0,3,0,0,10,386,463,341.5,121,92.5
Benjamin,Chilwell,Chilwell,161,9,114,1,2,FALSE,54,4.2,2374,3,3,9,26,0,0,0,3,0,0,8,501,546,545.4,208,130
Çaglar,Söyüncü,Söyüncü,164,9,120,1,2,FALSE,49,3.5,3036,1,1,12,35,0,0,0,4,1,0,12,681,755.6,79,238,107.5
Wes,Morgan,Morgan,165,9,19,1,2,FALSE,41,1.7,430,0,0,1,6,0,0,0,0,0,0,2,87,85.8,2.1,58,14.5
Kelechi,Iheanacho,Iheanacho,167,9,64,1,4,FALSE,57,3.2,953,5,4,3,9,0,0,0,1,0,0,7,204,288.2,204.2,603,109.4
James,Maddison,Maddison,171,9,125,1,3,FALSE,73,4,2624,6,5,10,26,0,0,0,4,0,0,14,548,642.4,1246.4,702,259.2
Luke,Thomas,Thomas,660,9,15,1,2,FALSE,40,5,267,0,1,1,4,0,0,0,0,0,0,3,70,78.4,149.8,10,23.9
Andrew,Robertson,Robertson,181,10,181,1,2,TRUE,70,5,3111,2,12,13,31,0,0,0,2,0,0,20,847,845.8,980.2,389,221.7
Divock,Origi,Origi,188,10,65,1,4,FALSE,51,2.3,699,4,3,2,12,0,0,0,1,0,0,8,230,201.8,128.8,222,55
Naby,Keita,Keita,196,10,52,1,3,FALSE,58,2.9,806,2,3,5,8,0,0,0,1,0,0,3,224,281.8,234.7,169,68.7
Fabio Henrique,Tavares,Fabinho,197,10,77,1,3,FALSE,54,2.8,2073,2,3,6,26,0,0,0,6,0,0,8,403,431.6,322.4,85,84
Georginio,Wijnaldum,Wijnaldum,199,10,107,1,3,FALSE,54,2.9,2933,4,0,12,28,0,0,0,0,0,0,5,503,452.8,344.1,423,122
James,Milner,Milner,200,10,49,1,3,FALSE,53,2.2,924,2,2,4,9,0,0,0,4,0,0,3,198,237.2,177.1,100,51.4
Aymeric,Laporte,Laporte,202,11,63,1,2,FALSE,63,4.2,1096,1,0,8,5,0,0,0,1,0,0,0,298,246.8,62.2,79,38.7
Nicolás,Otamendi,Otamendi,208,11,82,1,2,FALSE,48,3.4,1710,2,1,7,21,0,0,0,3,0,0,6,389,443.6,65.5,319,82.7
Phil,Foden,Foden,220,11,69,1,3,FALSE,55,3,888,5,2,4,7,0,0,0,0,0,0,4,261,312.2,301.6,466,108.1
Rodrigo,Hernandez,Rodrigo,443,11,92,1,3,FALSE,53,2.6,2480,3,2,14,27,0,0,0,8,0,0,5,516,599.2,532.6,193,132.3
Harry,Maguire,Maguire,160,12,123,1,2,FALSE,53,3.2,3420,1,0,13,36,0,0,0,6,0,0,5,681,772,214.6,371,136.2
Victor,Lindelöf,Lindelöf,225,12,116,1,2,FALSE,53,3.3,3092,1,0,12,32,1,0,0,6,0,0,9,618,554,73.6,79,70.7
Mason,Greenwood,Greenwood,234,12,103,1,4,FALSE,48,3.3,1303,10,1,6,13,0,0,0,0,0,0,17,430,449.6,222.7,502,117
Paul,Pogba,Pogba,238,12,51,1,3,FALSE,83,3.2,1202,1,4,6,9,0,0,1,1,0,0,2,215,295.8,420,193,91
Juan,Mata,Mata,242,12,38,1,3,FALSE,61,2,747,0,2,4,8,0,0,0,1,0,0,2,139,109.2,293.9,130,53.4
Brandon,Williams,Williams,549,12,51,1,2,FALSE,38,3,1003,1,1,5,11,0,0,0,6,0,0,3,228,200,191.2,100,49.2
Javier,Manquillo,Manquillo,256,13,65,1,2,FALSE,43,3.1,1597,0,1,8,21,0,0,0,5,0,0,4,288,232,100.8,40,37.3
Florian,Lejeune,Lejeune,257,13,24,1,2,FALSE,43,4,440,2,0,1,10,0,0,0,0,0,0,1,88,132,12.6,81,22.5
Jamaal,Lascelles,Lascelles,258,13,73,1,2,FALSE,42,3,2076,1,0,8,31,0,0,0,5,0,0,3,358,403,28.1,125,55.7
Ciaran,Clark,Clark,259,13,49,1,2,FALSE,43,3.5,1186,2,0,4,14,0,0,0,3,0,0,2,216,331.4,14.9,128,47.6
Miguel,Almirón,Almirón,266,13,109,1,3,FALSE,58,3,3020,4,2,12,48,0,0,0,5,0,0,5,356,481.6,450.2,750,168
Jetro,Willems,Willems,498,13,64,1,2,FALSE,43,3.4,1492,2,2,3,24,0,0,0,0,0,0,6,283,345.4,196,198,74.1
Allan,Saint-Maximin,Saint-Maximin,500,13,92,1,3,FALSE,52,3.5,1860,3,5,8,22,0,0,0,0,0,0,7,321,434,423.4,542,139.8
Matthew,Longstaff,Matthew Longstaff,540,13,27,1,3,FALSE,45,3,572,2,0,1,11,0,0,0,1,0,0,2,104,102.8,51.6,49,20.4
Maximillian,Aarons,Aarons,274,14,66,1,2,FALSE,42,1.8,3240,0,2,5,71,0,0,0,7,0,0,3,489,566.6,385.2,237,119
Jamal,Lewis,Lewis,276,14,48,1,2,FALSE,44,1.7,2301,1,0,3,56,0,0,0,4,0,0,3,384,439,262.2,130,83.3
Emiliano,Buendía,Buendía,283,14,94,1,3,FALSE,60,2.6,2458,1,7,3,54,0,0,0,6,1,0,12,464,711.6,1196.7,401,231.1
Lys,Mousset,Mousset,70,15,84,1,4,FALSE,43,2.8,1223,6,4,3,15,0,0,0,1,0,0,11,248,303,163.1,530,98.1
Enda,Stevens,Stevens,291,15,142,1,2,FALSE,52,3.7,3345,2,4,13,39,0,0,0,7,0,0,8,639,641,554.5,338,153.5
Jack,O'Connell,O'Connell,293,15,111,1,2,FALSE,45,3.4,2915,0,1,12,28,0,0,0,4,0,0,6,552,576.6,262.3,246,108.6
George,Baldock,Baldock,294,15,142,1,2,FALSE,50,3.7,3420,2,4,13,39,0,0,0,7,0,0,7,602,559.8,485.7,241,128.6
Billy,Sharp,Sharp,298,15,57,1,4,FALSE,52,2.3,1037,3,2,4,10,0,0,0,1,1,0,9,159,175.4,186.2,348,69.9
Oliver,Norwood,Norwood,302,15,98,1,3,FALSE,47,2.6,3089,1,3,13,36,0,0,0,8,0,0,6,563,608.4,808.8,100,151.8
David,McGoldrick,McGoldrick,303,15,65,1,4,FALSE,54,2.3,1810,2,2,7,18,0,0,0,2,0,0,6,201,303.4,268.4,584,115.2
Callum,Robinson,Callum Robinson,453,15,33,1,3,FALSE,49,2.1,669,1,2,2,6,0,0,0,1,0,0,1,73,79.8,72.8,156,30.4
Shane,Long,Long,315,16,62,1,4,FALSE,46,2.4,1386,2,3,5,20,0,0,0,0,0,0,4,159,190.8,264.8,536,99.4
Stuart,Armstrong,Armstrong,323,16,98,1,3,FALSE,52,3.3,1706,5,4,7,25,0,0,0,4,0,0,10,301,418.2,274.9,431,112.4
Che,Adams,Adams,437,16,78,1,4,FALSE,53,2.6,1095,4,4,4,17,0,0,0,0,0,0,8,242,226.2,184.9,524,92.3
Moussa,Djenepo,Djenepo,438,16,40,1,3,FALSE,52,2.2,920,2,2,2,14,0,0,0,4,1,0,3,151,224.4,153.4,252,62.9
Davinson,Sánchez,Sánchez,333,17,64,1,2,FALSE,53,2.2,2431,0,2,4,37,0,0,0,6,0,0,4,443,550,31,82,66.5
Serge,Aurier,Aurier,336,17,124,1,2,FALSE,51,3.8,2699,1,7,9,33,1,0,0,2,1,0,15,623,655.2,508.1,252,141.6
Lucas,Rodrigues Moura da Silva,Lucas Moura,345,17,100,1,3,FALSE,70,2.9,2235,4,5,6,29,0,0,0,3,0,0,3,330,494.6,477.1,751,172.1
Erik,Lamela,Lamela,346,17,65,1,3,FALSE,57,2.6,1203,2,5,5,12,0,0,0,3,0,0,2,220,226.2,284.2,337,84.5
Christian,Kabasele,Kabasele,354,18,73,1,2,FALSE,43,2.7,2250,0,2,7,35,0,0,0,1,2,0,4,382,477,55.3,164,69.9
Craig,Cathcart,Cathcart,358,18,77,1,2,FALSE,41,2.7,2488,0,0,9,37,0,0,0,7,0,0,3,441,458,34.8,57,55.1
Daryl,Janmaat,Janmaat,359,18,36,1,2,FALSE,40,4.5,606,0,1,4,5,1,0,0,1,0,0,7,148,116,108.4,46,27.1
Abdoulaye,Doucouré,Doucouré,368,18,113,1,3,FALSE,54,3.1,3156,4,4,10,61,1,0,0,9,0,0,9,459,529.6,539,667,173.4
Danny,Welbeck,Welbeck,512,18,39,1,4,FALSE,58,2.2,813,2,1,1,15,0,0,0,0,0,0,3,93,128.2,51.5,350,53
Arthur,Masuaku,Masuaku,378,19,26,1,2,FALSE,41,1.5,930,0,1,2,18,0,0,0,4,1,0,3,166,240.8,128.6,53,42.4
Issa,Diop,Diop,381,19,76,1,2,FALSE,43,2.4,2765,3,1,4,54,0,0,0,8,0,0,3,424,610,64.3,210,88.7
Fabián,Balbuena,Balbuena,382,19,40,1,2,FALSE,43,2.4,1176,1,0,3,24,0,0,0,2,0,0,3,210,268,18.5,149,43.6
Javier,Hernández Balcázar,Chicharito,386,19,9,1,4,FALSE,60,4.5,106,1,0,0,4,0,0,0,0,0,0,2,27,35.6,2.2,39,7.7
Andriy,Yarmolenko,Yarmolenko,392,19,70,1,3,FALSE,52,3,981,5,1,3,17,0,0,0,2,0,0,10,231,284.4,265.7,329,87.9
Robert,Snodgrass,Snodgrass,393,19,87,1,3,FALSE,50,3.6,1504,5,5,3,33,0,0,0,4,0,0,8,312,422.2,552.1,320,129.7
Declan,Rice,Rice,395,19,105,1,3,FALSE,47,2.8,3420,1,5,7,62,0,0,0,6,0,0,8,616,715.8,350.8,259,132.5
